name	category	category_code	lat	lon	address
Smile Center Gdl	Dentist	15007	20.627801	-103.460887	Prolongación Avenida Guadalupe 1796 (Calle Subcolectora 2), 45066 Zapopan, Jalisco
Le grange	Health and Medicine	15000	20.63128	-103.462165	Zapopan, Jalisco
Badial Palencia Sergio Dr	Dentist	15007	20.63014	-103.460658	Avenida Guadalupe 1292 3, 45040 Guadalajara, Jalisco
Clinica Santa Barbara	Urgent Care Center	15053	20.632961	-103.467972	Zapopan, Jalisco
Centro de Salud Arenales Tapatios	Doctor's Office	15031	20.636141	-103.462916	Zapopan, Jalisco
Laboratorio Clínico Médico Empresarial	Doctor's Office	15031	20.635185	-103.460224	Prolongación Guadalupe 2602, 45066 Guadalajara, Jalisco
Clinica Dental Cristo Vive	Dentist	15007	20.634686	-103.459691	Zapopan, Jalisco
Farmacias Familiares	Doctor's Office	15031	20.644825	-103.460696	34219 Zapopan, Jalisco
Clinica Dental Cristo Vive II	Dentist	15007	20.642221	-103.460565	Zapopan, Jalisco
Morales Aguilar Mauricio Jose	Veterinarian	15054	20.645252	-103.460197	Avenida Gpe 1671, Guadalajara, Jalisco
Zapateria Ortopedica Mundo Pequeño	Orthopedic Surgeon	15043	20.644151	-103.458884	Puerto Guaymas 1316 1, 45060 Zapopan, Jalisco
Macedo Diaz Sandra Luz Dra.	Physician	15027	20.642177	-103.463874	Avenida Nicolás Copérnico 3971, 45070 Guadalajara, Jalisco
Torres Herrera Ma Consuelo	Dentist	15007	20.641403	-103.459427	Brisas Marinas 3376, Jalisco
GDC Intel Lab 2	Medical Lab	15017	20.66697	-103.463005	Zapopan, Jalisco
Terminus	Assisted Living Service	15004	20.683107	-103.462613	Zapopan, Jalisco
Clinica Odontológica UCG	Dentist	15007	20.698457	-103.465124	Zapopan, Jalisco
Clínica de Kinesiología. Universidad Cuauhtémoc	College and University	12013	20.698642	-103.463461	Avenida del Bajío 5901, 45019 Zapopan, Jalisco
Vetermex	Veterinarian	15054	20.715194	-103.462874	5 de Mayo 253J, 45019 Zapopan, Jalisco
Pet's Park	Veterinarian	15054	20.777341	-103.465918	Antiguo Camino a Tesistán 7773-2 (Venustiano Carranza), 45200 Tesistán, Jalisco
Clinica Buccal Altaluz	Dentist	15007	20.788752	-103.461159	Carretera a Colotlán 887 (Altaluz), 45200 , Jalisco
Grupo Medico de Especialidades del Valle	Health and Medicine	15000	20.810049	-103.463866	San Felipe 1154, 45138 Zapopan, Jalisco
Redescubrete Tesistan	Doctor's Office	15031	20.812816	-103.466836	Jalisco
Biofemme	Physician	15027	20.598678	-103.449974	Paseo de las Hortencias 233, 45237 Guadalajara, Jalisco
Unicapiel	Doctor's Office	15031	20.602798	-103.451509	Zapopan, Jalisco
Centro de atención al adulto mayor	Assisted Living Service	15004	20.606703	-103.453843	Zapopan, Jalisco
Fabian Ortiz Silvina	Medical Lab	15017	20.618919	-103.457558	Morelos 123, 45180 Zapopan, Jalisco
Deposito Dental Chapalita	Dentist	15007	20.615671	-103.453743	Avenida Tepeyac 1118, 44500 Guadalajara, Jalisco
Hospital Paseo de la Victoria	Hospital	15014	20.61985	-103.456947	Avenida Enida Gpe 5149, 45053 Guadalajara, Jalisco
Aleaciones Dentales Zeyco SA C	Dentist	15007	20.621119	-103.456174	Avenida Sta Ana Tepetitlan 2230, Guadalajara, Jalisco
Factores de Transferencia	Alternative Medicine Clinic	15003	20.61985	-103.456947	Avenida Gpe 865, 45040 Guadalajara, Jalisco
Control de Estres y Relajacion Solano	Alternative Medicine Clinic	15003	20.621323	-103.459522	Iturbide 115, 45230 Zapopan, Jalisco
Hospital Santa Ana	Hospital	15014	20.62503	-103.455593	Calle Camino Nacional 2125, 45230 Zapopan, Jalisco
Siempre Positivo	Factory	11040	20.629625	-103.452223	Mariano Otero 1520, 45067 Zapopan, Jalisco
Dr Federico y Eloisa	Doctor's Office	15031	20.636247	-103.455649	Zapopan, Jalisco
Perez Caro Marco Antonio	Dentist	15007	20.640938	-103.456027	Puerto de Mazatlan 3393, 45060 Zapopan, Jalisco
Gonzalez Hernandez Arturo	Health and Medicine	15000	20.639198	-103.45147	Primavera 79, 45066 Zapopan, Jalisco
Laboratorio Padre Pio	Medical Lab	15017	20.643573	-103.456277	Zapopan, Jalisco
Icoalum	Hospital	15014	20.644492	-103.455352	Puerto Marquez 3A, 45060 Zapopan, Jalisco
Hospital Villa Veterinarios	Veterinarian	15054	20.642571	-103.452432	Miramar, Jalisco
Fajardo Nava Juan Manuel	Dentist	15007	20.642699	-103.450944	Puerto Guaymas 1055B (Nogal), 45060 Zapopan, Jalisco
Doctor Trujillo	Doctor's Office	15031	20.641558	-103.450443	Zapopan, Jalisco
Entropía clínica psicológica	Mental Health Clinic	15019	20.649217	-103.454431	Avenida Prolongación El Colli 1161A, Jalisco
Laboratorio Clínico Médico Empresarial	Doctor's Office	15031	20.642459	-103.449787	Calle Puerto Guaymas 122, 45060 Guadalajara, Jalisco
Farmacía Benavides	Health and Medicine	15000	20.649459	-103.450973	Avenida las Torres (Av Del Collí), 45069 Zapopan, Jalisco
Consultorio de Nutrición	Doctor's Office	15031	20.650522	-103.456055	Avenida Guadalupe (Tepame), Zapopan, Jalisco
Clinica de Rehabilitacion Acsencio	Medical Center	15016	20.651876	-103.45352	Zapopan, Jalisco
Clínica Veterinaria VA-GA	Veterinarian	15054	20.649975	-103.452825	colonia paraísos del coli Calle Arrayán numero 1575 (tepame), 45069 Zapopan, Jalisco
Mundo Láser	Technology Business	11167	20.657918	-103.454	Avenida las Torres 5301, 45010 Guadalajara, Jalisco
Clinica y Terapia Vegetal	Health and Medicine	15000	20.650284	-103.4515	Mango 1541 2, 44900 , Jalisco
Dentista	Dentist	15007	20.66296	-103.452812	45010 Zapopan, Jalisco
Antares Medica	Medical Center	15016	20.657755	-103.450864	Vialactea (11), 45037 Zapopan, Jalisco
Dra. Yossie Canino - Médico Gastroenterólogo	Doctor's Office	15031	20.657633	-103.450726	Vía Lactea 11, 45037 , Jalisco
Servicio Médico UVM	Doctor's Office	15031	20.678297	-103.458228	Zapopan, Jalisco
Veterinaria	Veterinarian	15054	20.682098	-103.452217	Zapopan, Jalisco
Dr. Magdalena Manzur	Doctor's Office	15031	20.681175	-103.451009	Zapopan, Jalisco
Centro Antidiabético México	Doctor's Office	15031	20.677187	-103.450237	Calzada de los Fresnos 70A, Zapopan, Jalisco
Centro de Salud CD Granja	Doctor's Office	15031	20.685403	-103.454284	45010 Zapopan, Jalisco
Veterinaria Toby Town Consultorio y Estética	Veterinarian	15054	20.679291	-103.4489	Rinconada del Paraiso 7030 (calzada de los paraísos), 45010 Zapopan, Jalisco
Médica Manzur	Medical Center	15016	20.683993	-103.450341	Zapopan, Jalisco
Jornadas ABCD Nutrición y Psicología en Cirugía de Obesidad	Health and Medicine	15000	20.678265	-103.455704	Anillo Periférico Sur Manuel Gómez Morin 7900, 45010 Zapopan, Jalisco
Laboratorios Senosiain	Medical Lab	15017	20.693069	-103.453331	Avenida Vallarta 6503H, 45010 Zapopan, Jalisco
Nutriologa Zaira Medina	Medical Center	15016	20.69474	-103.451481	Zapopan, Jalisco
Sport Medical Team	Doctor's Office	15031	20.703168	-103.45687	Avenida Inglaterra 9271 (Av. Aviación), 45018 , Jalisco
Juntos Por Un Caminar	Education	12009	20.705718	-103.451172	Parral 55 (Emiliano Zapata), 45019 Zapopan, Jalisco
Centro de Salud San Juan Ocotán	Medical Center	15016	20.7121	-103.4568	Zapopan, Jalisco
Premezclas de Mexico	Health and Medicine	15000	20.714966	-103.454534	Paseos del Valle Guadalajara T 5211, 45019 Zapopan, Jalisco
Clinica veterinaria guzman	Veterinarian	15054	20.717711	-103.455105	Avenida Colegio del Aire 5180, 45010 Zapopan, Jalisco
Veterinaria Villa Mascota	Veterinarian	15054	20.714337	-103.456509	Avenida Aviacion 306C, 45019 Zapopan, Jalisco
Malacon Sanchez Marco Polo Dr	Physician	15027	20.714363	-103.451029	Nicolás Copérnico 5590-2, 45070 Guadalajara, Jalisco
Especialidades Medicas Arboledas Ac	Physician	15027	20.714241	-103.450393	Avenida Nicolas Copernico 5590, 45019 Guadalajara, Jalisco
Sante Medical Center	Health and Medicine	15000	20.714213	-103.450397	Avenida Nicolas Copernico 4000, Guadalajara, Jalisco
Sport & Physical Therapy	Physical Therapy Clinic	15026	20.724229	-103.454082	Avenida Aviacion 4455, 45138 Zapopan, Jalisco
No + Kilos Solares	Alternative Medicine Clinic	15003	20.726132	-103.457186	Zapopan, Jalisco
Smile District	Dentist	15007	20.726359	-103.457611	Paseo Solares 44 (AV AVIACION), 45019 Zapopan, Jalisco
Dr. Esteban Castro Contreras	Emergency Room	15010	20.728481	-103.452678	Avenida Aviacion 4075, 45600 Zapopan, Jalisco
BIOSOMA Laboratorio de Análisis Clínicos Suc. Valle Real	Medical Lab	15017	20.728561	-103.452508	Avenida Aviación 4075, Zapopan, Jalisco
Ninnus Valle Real	Doctor's Office	15031	20.729434	-103.452324	Zapopan, Jalisco
Únicapiel	Medical Center	15016	20.729891	-103.452344	Plaza Portobelo (Avenida Santa Margarita), 45019 Zapopan, Jalisco
Futbol Tec	Veterinarian	15054	20.730629	-103.454929	Frente al tec de mty (Aviacion), Zapopan, Jalisco
Área Média y Terápia Física	Medical Center	15016	20.73038	-103.452749	Zapopan, Jalisco
Viva Piel	Doctor's Office	15031	20.730736	-103.45239	Punto Real (Avenida Aviación), Zapopan, Jalisco
Residencias Externas ITESM	Assisted Living Service	15004	20.731644	-103.456445	Zapopan, Jalisco
Dental City	Dentist	15007	20.730923	-103.452112	Zapopan, Jalisco
Enfermería	Doctor's Office	15031	20.731086	-103.452809	Avenida General Ramón Corona 2514 (Av. Aviación), 45201 Zapopan, Jalisco
Servicios Medicos	Medical Center	15016	20.735879	-103.455706	Zapopan, Jalisco
Servicios Médicos y Terapia Física	Emergency Room	15010	20.736048	-103.455624	Zapopan, Jalisco
Sala Socialización	Assisted Living Service	15004	20.732042	-103.453363	Zapopan, Jalisco
Pet Movil	Veterinarian	15054	20.73732	-103.449339	Aviacion 4284 Loc 10, 45138 Zapopan, Jalisco
Hospital Militar de Zapopan	Hospital	15014	20.740419	-103.451237	Avenida Aviación, Zapopan, Jalisco
Hospital Militar de Zona Zapopan	Hospital	15014	20.755596	-103.456819	Zapopan, Jalisco
Colonia Héroes Nacionales	Health and Medicine	15000	20.763506	-103.451544	Zapopan, Jalisco
Consultorio dental	Dentist	15007	20.770917	-103.452263	4ta Poniente 333A, 45140 , Jalisco
Sobador alejandro carmona	Doctor's Office	15031	20.772555	-103.456744	Avenida Juan gil preciado 6165, Jalisco
Veterinaria Nuevo México	Veterinarian	15054	20.772348	-103.450798	Avenida Juan Gil Preciado 5913A (segunda pte. y eliseo orozco gtz.), 45200 Zapopan, Jalisco
Alida Araceli Bogarin Gomez de Jileta	General Surgeon	15035	20.778767	-103.45194	Hgo 320 s/n, 45100 Guadalajara, Jalisco
House Pet Happy	Veterinarian	15054	20.821658	-103.449416	Jalisco
Clinica St Joseph	Physical Therapy Clinic	15026	20.583797	-103.447949	Lopez Mateos Sur 1724, Jalisco
Centro Biomédico Naturlich Sur	Medical Center	15016	20.588588	-103.445282	Avenida Adolfo López Mateos Sur 1450, 45640 , Jalisco
Laboratorios del Chopo Palomar	Medical Lab	15017	20.590226	-103.443881	
Ortocreha	Medical Center	15016	20.588804	-103.443633	Avenida Adolfo Lopez Mateos Sur 1401 (Las Amapas), 45133 Zapopan, Jalisco
Dr. Enrique Navarro	Dentist	15007	20.588425	-103.443753	45647 Tlajomulco de Zuñiga, Jalisco
Ortho Sport GDL	Doctor's Office	15031	20.588595	-103.443654	
Dr. José Alberto González Duarte	Doctor's Office	15031	20.58866	-103.443609	Avenida Adolfo Lopez Mateos Sur 1401, 45647 Tlajomulco de Zuñiga, Jalisco
Centro Médico Puerta de Hierro Sur	Hospital	15014	20.588303	-103.442647	Av Adolfo Lopez Mateos 1401, 45640 , Jalisco
Hospital Puerta de Hierro Sur	Health and Medicine	15000	20.58924	-103.443396	Avenida Lopez Mateos Sur 1401, 45647 Tlajomulco de Zuñiga, Jalisco
Dra. Clarisa Navarro	Dentist	15007	20.588472	-103.443509	45647 Tlajomulco de Zuñiga, Jalisco
Ninnus Puerta de Hierro Sur	Doctor's Office	15031	20.588614	-103.443458	
Dra. Clarisa Garcia de Llano	Dentist	15007	20.588634	-103.44346	45647 Tlajomulco de Zuñiga, Jalisco
Cuore Clinic	Doctor's Office	15031	20.588724	-103.443511	Avenida Lopez Mateos Sur 1401 (El Palomar), 45647 Tlajomulco de Zuñiga, Jalisco
Nutrióloga Vanessa Aguilar-Lugo	Health and Medicine	15000	20.58896	-103.44336	Avenida Adolfo López Mateos Sur 1401 (Tijera), 45645 Zapopan, Jalisco
Orthocrea	Medical Center	15016	20.588713	-103.443382	
Centro Oncologico Internacional	Hospital	15014	20.589325	-103.443293	Puerta de Hierro Sur (Piso 13), 45647 Tlajomulco de Zuñiga, Jalisco
Ninnus	Doctor's Office	15031	20.588475	-103.443471	
Vocalia Otorrinolaringólogo Guadalajara - Dr. Gerardo López Guerra	Doctor's Office	15031	20.589219	-103.443139	Avenida Adolfo Lopez Mateos Sur 1401 (Torre de Consultorios 2do Piso.), 45645 Tlajomulco de Zuñiga, Jalisco
Valher	Medical Lab	15017	20.591268	-103.443778	Plaza El Palomar, 45643 Tlajomulco, Jalisco
Dr Gerardo Ochoa. Cirugia Plastica	Doctor's Office	15031	20.588505	-103.443404	Avenida Lopez Mateos Sur 1401, 45647 Tlajomulco de Zuñiga, Jalisco
Cardiologos Guadalajara	Health and Medicine	15000	20.588583	-103.443072	Avenida Adolfo López Mateos Sur 1401, 44690 Guadalajara, Jalisco
Ninus	Medical Center	15016	20.588503	-103.442951	
Laboratorio chopo	Medical Lab	15017	20.591822	-103.442093	Zapopan, Jalisco
St. Joseph	Doctor's Office	15031	20.584214	-103.447908	
Omnivitalia Sur	Hospital	15014	20.583885	-103.447914	45645 , Jalisco
Esbeltica	Doctor's Office	15031	20.588998	-103.440441	Zapopan, Jalisco
Laboratorio Medico del Chopo	Health and Medicine	15000	20.586969	-103.448607	Avenida Nino Obrero 482, 45645 Guadalajara, Jalisco
Todo Para Sus Pies Bugambilias	Doctor's Office	15031	20.60068	-103.448566	Zapopan, Jalisco
Consultorio Bugambilias de Podología	Doctor's Office	15031	20.600594	-103.448879	Zapopan, Jalisco
Clinica Odontologia Integral Bugambilias	Dentist	15007	20.600738	-103.448604	Boulevard Bugambilias Plaza Bugambilias 2299 6C, 45238 Zapopan, Jalisco
Opticas Chapultepec	Ophthalmologist	15041	20.600679	-103.44874	Boulevard Bugambilias 2299 (Av. de las Magnolias), 45237 Zapopan, Jalisco
Derma los Angeles Farmacia Dermatologica	Dermatologist	15030	20.600998	-103.44878	2299 Boulevard Bugambilias, Zapopan, 45237, 45237 Zapopan, Jalisco
Patologia Especializada Laboratorio	Medical Center	15016	20.600877	-103.448591	Zapopan, Jalisco
Albeitar Veterinaria Bugambilias	Veterinarian	15054	20.600938	-103.448908	Plaza Bugambilias, Zapopan, Jalisco
Hospital Ramon Garibay	Hospital	15014	20.599194	-103.443446	Zapopan, Jalisco
Podolia Centro Especializado de Pies y Manos	Medical Center	15016	20.60102	-103.441929	Circuito de las Flores Ote. 2113, 45238 Zapopan, Jalisco
Patología Especializada Laboratorio	Medical Center	15016	20.60067	-103.449064	Enrique Ladrón de Guevara 3010, Zapopan, Jalisco
Odontologia Integral Hernandez	Dentist	15007	20.601888	-103.450239	Boulevard Bugambilias 2299, 45238 Guadalajara, Jalisco
Centro Dental Ortho Smil	Dentist	15007	20.602602	-103.441425	Circuito de las Flores Oriente 2081, 45238 Guadalajara, Jalisco
Dental Bugambilias	Dentist	15007	20.608696	-103.448659	Lorenzo Barcelata 513, 45237 Zapopan, Jalisco
Express Light	Nutritionist	15023	20.608901	-103.448743	Zapopan, Jalisco
Casa de Descanso los Pinos	Nursing Home	15022	20.606886	-103.439835	Guty Cardenas 4692, 45120 Zapopan, Jalisco
Bio Zoo	Veterinarian	15054	20.616255	-103.444283	Carretera a Santa Ana Tepetitlán 2200, 45230 Zapopan, Jalisco
Mexicana de Equipos Dentales	Health and Medicine	15000	20.616316	-103.444601	Camino a Santa Ana Tepetitlan 2230, 45230 Zapopan, Jalisco
Bio Zoo	Chemicals and Gasses Manufacturer	11024	20.616373	-103.44615	Carretera a sta ana tepetitlan 2, 45230 Zapopan, Jalisco
Clinica Santa Ana	Health and Medicine	15000	20.626888	-103.444915	Camino Nacional 2125, 45230 Zapopan, Jalisco
Clinica Nuestra Señora de Gualupe	Hospital	15014	20.624715	-103.442504	Zapopan, Jalisco
Enfermeria Expo Guadalajara	Doctor's Office	15031	20.630147	-103.446842	Mariano otero (Las rosas), Zapopan, Jalisco
Ortodoncia Social	Dentist	15007	20.630154	-103.444244	Mariano Otero, Zapopan, Jalisco
Ma. Ramona P.	Doctor's Office	15031	20.630737	-103.447837	Agustin Melgar 21111, Zapopan, Jalisco
Clínica Dental Saori	Dentist	15007	20.63119	-103.443939	Avenida Prolongación Tepeyac 2116A (Mariano Otero), 45067 Zapopan, Jalisco
Centro de Salud Miramar	Health and Medicine	15000	20.634853	-103.448467	Zapopan, Jalisco
Fundacion Lopez Chavez	Health and Medicine	15000	20.634745	-103.448866	Zapopan, Jalisco
Hospital San. Arcangel	Hospital	15014	20.633222	-103.448239	Zapopan, Jalisco
Servicios Medicos Hospital San Miguel Arcangel	Hospital	15014	20.633033	-103.448064	Javier Mina 2415, 45067 Zapopan, Jalisco
Alojha Residencia Estudiantil	Assisted Living Service	15004	20.636942	-103.444891	Puerto Acapulco 653, 45060 Zapopan, Jalisco
Hospital de marini	Emergency Room	15010	20.635194	-103.442797	Zapopan, Jalisco
Laboratorio de Analisis Clinicos San Julian	Hospital	15014	20.633439	-103.443618	5 de Mayo 2, 47170 San Julian, Jalisco
Conie Bogart	Healthcare Clinic	15011	20.633471	-103.448279	Turquesa 2418 (Agata), 44560 Guadalajara, Jalisco
Casa de descanso José Vivente	Assisted Living Service	15004	20.642128	-103.443623	Zapopan, Jalisco
Cu	Assisted Living Service	15004	20.648853	-103.445264	Zapopan, Jalisco
Centro de salud Paraísos del Colli	Doctor's Office	15031	20.649556	-103.448307	Zapopan, Jalisco
Express Light Guadalupe Inn	Spa	11073	20.65553	-103.442532	Mision Santo Tomas 969, Zapopan, Jalisco
Villas Juveniles San Juan	Health and Medicine	15000	20.653382	-103.446243	Zapopan, Jalisco
Laboratorios Becar	Laboratory	11109	20.654639	-103.44748	Industria Vinicola 24, 45070 Zapopan, Jalisco
Alphabiotico	Chiropractor	15006	20.653706	-103.44288	C. Misión de Santo Tomás 1183, 45030 Zapopan, Jalisco
Nucleo Medico Santo Tomas	Dentist	15007	20.653677	-103.442877	Mision de Santo Tomas 1175, Zapopan, Jalisco
Centro alfabiotico	Medical Center	15016	20.654131	-103.442994	Zapopan, Jalisco
Centro Psicoterapéutico Integral	Mental Health Clinic	15019	20.650348	-103.443434	Rejoneador 6815, Zapopan, Jalisco
Centro de Terapia Oriental	Medical Center	15016	20.654835	-103.442601	Zapopan, Jalisco
Charlotte Pets	Veterinarian	15054	20.654825	-103.442578	Zapopan, Jalisco
Çapa tıp fakültesi	Medical Center	15016	20.65082	-103.44235	Zapopan, Jalisco
Medı lıfe	Hospital	15014	20.650958	-103.442178	Zapopan, Jalisco
Clinica Veterinaria Cordilleras	Veterinarian	15054	20.65553	-103.442532	Manuel J Clouthier 290G, 45030 Zapopan, Jalisco
"Núcleo Médico ""Vives"""	Doctor's Office	15031	20.655891	-103.4428	Zapopan, Jalisco
La Mascota ideal	Veterinarian	15054	20.652197	-103.441631	Montera 1419, 45180 Zapopan, Jalisco
Todo para sus pies	Spa	11073	20.657319	-103.448964	45429 Zapopan, Jalisco
Psicli	Doctor's Office	15031	20.654064	-103.440926	Avenida Piotr Tchaikovski 1142, Zapopan, Jalisco
Huevito 41	Assisted Living Service	15004	20.655165	-103.44132	Zapopan, Jalisco
Punto Saludable	Doctor's Office	15031	20.655922	-103.441327	Misión San Julián 6333, 45036 Zapopan, Jalisco
Clínica zapopan	Hospital	15014	20.649109	-103.442002	Zapopan, Jalisco
Veterinaria la Mascota Ideal	Veterinarian	15054	20.651129	-103.4411	Avenida Moctezuma 6525 (Tepeyac), Zapopan, Jalisco
Hernandez Muro Gabriela Cecilia	Veterinarian	15054	20.64987	-103.44055	Clle Rejoneador 676 8, 45053 Guadalajara, Jalisco
Nucleo de Especialidades en Medicina Veterinaria	Veterinarian	15054	20.658958	-103.446686	Avenida Guadalupe 6691, 45050 Zapopan, Jalisco
Laboratorios clínicos Edely	Medical Lab	15017	20.658909	-103.443612	Zapopan, Jalisco
Ballesteros Manzo Alberto	Obstetrician Gynecologist (Ob-gyn)	15039	20.652038	-103.445664	Tepeyac 115, 45040 Zapopan, Jalisco
Consulta Psicologica Guadalajara	Psychologist	15020	20.655562	-103.442918	Mision Santo Tomas 924, 45030 Zapopan, Jalisco
Dra Rebeca Viveros Araiza	Dentist	15007	20.65174	-103.441611	Avenida Moctezuma 6580 1, 45070 Guadalajara, Jalisco
Cuvisaki	Medical Center	15016	20.660102	-103.445072	Misison de San Lorenzo 534 (Guadalupe), 45037 Zapopan, Jalisco
Reyes Lemus Ma del Carmen	Veterinarian	15054	20.659588	-103.445435	Avenida Gpe 6730 17, 45036 Guadalajara, Jalisco
Globaldent	Dentist	15007	20.659448	-103.445448	Avenida Guadalupe 6730 (Misión de San Lorenzo), 45037 Zapopan, Jalisco
Sigue Habilitando Vidas	Chiropractor	15006	20.663403	-103.445381	45010 Zapopan, Jalisco
Redu-Fácil	Doctor's Office	15031	20.659185	-103.4416	Guadalupe 6304, 45010 Zapopan, Jalisco
Medic Center	Doctor's Office	15031	20.663821	-103.440268	Calle Comerciantes 5820, 45037 Guadalajara, Jalisco
Central Medic	Doctor's Office	15031	20.6639	-103.440268	Comerciantes 5820 (Chaicovski), Zapopan, Jalisco
Doctor Garnica	Doctor's Office	15031	20.665143	-103.44045	Zapopan, Jalisco
Clinica Veterinaria San Jorge	Veterinarian	15054	20.658966	-103.439989	Avenida Guadalupe, 45010 Zapopan, Jalisco
Residencial la Florida	Assisted Living Service	15004	20.657786	-103.440559	Tchaikovsky 846 (Av Guadalupe), 45030 Zapopan, Jalisco
Global dent	Dentist	15007	20.659419	-103.445516	Avenida Guadalupe 6730, 45030 Zapopan, Jalisco
Nutriólogo Diego Mata	Doctor's Office	15031	20.67228	-103.446381	Avenue La Paz 2681, Guadalajara, Jalisco
Huerto Paraiso Centro Geriatrico	Nursing Home	15022	20.676348	-103.446517	Calzada de los Paraisos 18, 45010 Guadalajara, Jalisco
Laboratorio Velpin	Medical Lab	15017	20.675663	-103.44961	45010 Zapopan, Jalisco
Clinica naturista villa el vergel	Acupuncture Clinic	15001	20.674911	-103.448129	Calzada Fresnos 22, 45010 Zapopan, Jalisco
Clinica Ciudad Granja	Emergency Room	15010	20.679715	-103.446145	Zapopan, Jalisco
Clínica Ciudad Granja	Hospital	15014	20.679518	-103.445709	Zapopan, Jalisco
U1616 Imss	Medical Center	15016	20.677915	-103.44673	45010 Zapopan, Jalisco
Ortocef	Dentist	15007	20.682641	-103.445809	Zapopan, Jalisco
Grupo Medico HGH	Doctor's Office	15031	20.682198	-103.444686	Central 45, 45053 Zapopan, Jalisco
Asilo de Ancianitos	Assisted Living Service	15004	20.684674	-103.447098	Avenida Pirules 84, Jalisco
